depmap_id,rna_expression,entrez_id,gene_name,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-000728,6.705701496845794,1017,CDK2,KASUMI-2,Leukemia,blood,ALL,</br><b>Cell Line:</b> KASUMI-2</br><b>log2(TPM+1):</b>  6.706</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000700,5.97246290720214,1017,CDK2,NA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NA</br><b>log2(TPM+1):</b>  5.972</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000823,6.23687524536694,1017,CDK2,KYSE-140,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> KYSE-140</br><b>log2(TPM+1):</b>  6.237</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000678,7.224580566083445,1017,CDK2,MKN7,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> MKN7</br><b>log2(TPM+1):</b>  7.225</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000006,5.862451391325582,1017,CDK2,MONO-MAC-6,Leukemia,blood,AML,</br><b>Cell Line:</b> MONO-MAC-6</br><b>log2(TPM+1):</b>  5.862</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-002029,6.070389327891398,1017,CDK2,SAS,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> SAS</br><b>log2(TPM+1):</b>  6.070</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-001377,6.139960569545456,1017,CDK2,PACADD-137,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PACADD-137</br><b>log2(TPM+1):</b>  6.140</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000754,7.2394553266046175,1017,CDK2,L-428,Lymphoma,lymphocyte,hodgkin_lymphoma,</br><b>Cell Line:</b> L-428</br><b>log2(TPM+1):</b>  7.239</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000465,6.5861642459309095,1017,CDK2,SK-MEL-1,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> SK-MEL-1</br><b>log2(TPM+1):</b>  6.586</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000138,5.135452784185173,1017,CDK2,CFPAC-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> CFPAC-1</br><b>log2(TPM+1):</b>  5.135</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-001864,5.3150589663166246,1017,CDK2,YSCCC,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> YSCCC</br><b>log2(TPM+1):</b>  5.315</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000383,5.661635602335959,1017,CDK2,OE33,Esophageal Cancer,esophagus,esophagus_adenocarcinoma,</br><b>Cell Line:</b> OE33</br><b>log2(TPM+1):</b>  5.662</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-001547,5.831623936820749,1017,CDK2,LO68,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> LO68</br><b>log2(TPM+1):</b>  5.832</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000917,5.829342193902803,1017,CDK2,TE-4,Esophageal Cancer,esophagus,esophagus_squamous,</br><b>Cell Line:</b> TE-4</br><b>log2(TPM+1):</b>  5.829</br><b>Lineage:</b> esophagus</br><b>Disease:</b> Esophageal Cancer
ACH-000984,6.571828473050271,1017,CDK2,HEC-6,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-6</br><b>log2(TPM+1):</b>  6.572</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-001409,6.22670118455169,1017,CDK2,UM-UC-16,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> UM-UC-16</br><b>log2(TPM+1):</b>  6.227</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-001707,3.9990980337056072,1017,CDK2,WA-OSEL,Leukemia,blood,CLL,</br><b>Cell Line:</b> WA-OSEL</br><b>log2(TPM+1):</b>  3.999</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000117,5.870364719583405,1017,CDK2,EFM-192A,Breast Cancer,breast,breast_adenocarcinoma,</br><b>Cell Line:</b> EFM-192A</br><b>log2(TPM+1):</b>  5.870</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000999,4.919340082442012,1017,CDK2,SNU-1040,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> SNU-1040</br><b>log2(TPM+1):</b>  4.919</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000633,6.157852169141737,1017,CDK2,FU97,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> FU97</br><b>log2(TPM+1):</b>  6.158</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000520,4.375734538583156,1017,CDK2,59M,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> 59M</br><b>log2(TPM+1):</b>  4.376</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000176,5.748729566500743,1017,CDK2,LOU-NH91,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> LOU-NH91</br><b>log2(TPM+1):</b>  5.749</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000017,5.221490455042056,1017,CDK2,SK-BR-3,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> SK-BR-3</br><b>log2(TPM+1):</b>  5.221</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000020,6.640678764233701,1017,CDK2,MHH-CALL-2,Leukemia,blood,ALL,</br><b>Cell Line:</b> MHH-CALL-2</br><b>log2(TPM+1):</b>  6.641</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-001385,3.8135246892978105,1017,CDK2,RPMI 2650,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> RPMI 2650</br><b>log2(TPM+1):</b>  3.814</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000587,5.745506265869159,1017,CDK2,NCI-H1975,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1975</br><b>log2(TPM+1):</b>  5.746</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000785,5.419538891513785,1017,CDK2,NCI-H2126,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H2126</br><b>log2(TPM+1):</b>  5.420</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000554,5.801417365865913,1017,CDK2,UACC-893,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> UACC-893</br><b>log2(TPM+1):</b>  5.801</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001398,5.249445341085838,1017,CDK2,SW 156,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SW 156</br><b>log2(TPM+1):</b>  5.249</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-001991,5.071247819461442,1017,CDK2,NZOV9,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> NZOV9</br><b>log2(TPM+1):</b>  5.071</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-001332,4.735522177296538,1017,CDK2,BICR 78,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> BICR 78</br><b>log2(TPM+1):</b>  4.736</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000585,5.157447996274298,1017,CDK2,EPLC-272H,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> EPLC-272H</br><b>log2(TPM+1):</b>  5.157</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000550,5.333065878076355,1017,CDK2,IGR-39,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> IGR-39</br><b>log2(TPM+1):</b>  5.333</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000627,5.402926780581626,1017,CDK2,LCLC-103H,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> LCLC-103H</br><b>log2(TPM+1):</b>  5.403</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000704,5.972922364225416,1017,CDK2,OAW42,Ovarian Cancer,ovary,ovary_carcinoma,</br><b>Cell Line:</b> OAW42</br><b>log2(TPM+1):</b>  5.973</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000276,6.48155728070859,1017,CDK2,HCC38,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC38</br><b>log2(TPM+1):</b>  6.482</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000075,5.726286289720674,1017,CDK2,U-87 MG,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> U-87 MG</br><b>log2(TPM+1):</b>  5.726</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000818,5.710668699674626,1017,CDK2,BT-483,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> BT-483</br><b>log2(TPM+1):</b>  5.711</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-001616,4.157852169141737,1017,CDK2,OCI-LY18,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> OCI-LY18</br><b>log2(TPM+1):</b>  4.158</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000625,6.272209861124567,1017,CDK2,Hep 3B2.1-7,Liver Cancer,liver,hepatocellular_carcinoma,</br><b>Cell Line:</b> Hep 3B2.1-7</br><b>log2(TPM+1):</b>  6.272</br><b>Lineage:</b> liver</br><b>Disease:</b> Liver Cancer
ACH-000941,5.752213367865143,1017,CDK2,HEC-1-B,Endometrial/Uterine Cancer,uterus,endometrial_adenocarcinoma,</br><b>Cell Line:</b> HEC-1-B</br><b>log2(TPM+1):</b>  5.752</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000392,4.848497755385146,1017,CDK2,Calu-3,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> Calu-3</br><b>log2(TPM+1):</b>  4.848</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000269,6.661065479806948,1017,CDK2,AM-38,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> AM-38</br><b>log2(TPM+1):</b>  6.661</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-001670,5.218393711076788,1017,CDK2,TASK1,Brain Cancer,peripheral_nervous_system,PNET,</br><b>Cell Line:</b> TASK1</br><b>log2(TPM+1):</b>  5.218</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000856,6.389394724323995,1017,CDK2,CAL-51,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> CAL-51</br><b>log2(TPM+1):</b>  6.389</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-002687,8.40143421230936,1017,CDK2,WM3772F,Eye Cancer,eye,uveal_melanoma,</br><b>Cell Line:</b> WM3772F</br><b>log2(TPM+1):</b>  8.401</br><b>Lineage:</b> eye</br><b>Disease:</b> Eye Cancer
ACH-001119,5.894090170601479,1017,CDK2,Mac-2A,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> Mac-2A</br><b>log2(TPM+1):</b>  5.894</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000376,6.157852169141737,1017,CDK2,SF-295,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> SF-295</br><b>log2(TPM+1):</b>  6.158</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000685,5.216066783087033,1017,CDK2,L3.3,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> L3.3</br><b>log2(TPM+1):</b>  5.216</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000729,6.483170853229874,1017,CDK2,NCI-H1963,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> NCI-H1963</br><b>log2(TPM+1):</b>  6.483</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001034,5.908332569782425,1017,CDK2,CHLA-9,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> CHLA-9</br><b>log2(TPM+1):</b>  5.908</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-001283,6.60229058486114,1017,CDK2,TC-106,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> TC-106</br><b>log2(TPM+1):</b>  6.602</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000880,6.134015530058444,1017,CDK2,AGS,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> AGS</br><b>log2(TPM+1):</b>  6.134</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000035,6.161283074542011,1017,CDK2,NCI-H1650,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H1650</br><b>log2(TPM+1):</b>  6.161</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-001200,5.000450771770857,1017,CDK2,STM91-01,Rhabdoid,soft_tissue,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> STM91-01</br><b>log2(TPM+1):</b>  5.000</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000194,5.429950657403768,1017,CDK2,Hs 934.T,Fibroblast,fibroblast,fibroblast_skin,</br><b>Cell Line:</b> Hs 934.T</br><b>log2(TPM+1):</b>  5.430</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000322,6.715756121340358,1017,CDK2,HT-144,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> HT-144</br><b>log2(TPM+1):</b>  6.716</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000552,5.77899700616954,1017,CDK2,HT-29,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> HT-29</br><b>log2(TPM+1):</b>  5.779</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-002508,5.428611418467134,1017,CDK2,WM3211,Skin Cancer,skin,melanoma,</br><b>Cell Line:</b> WM3211</br><b>log2(TPM+1):</b>  5.429</br><b>Lineage:</b> skin</br><b>Disease:</b> Skin Cancer
ACH-000222,4.03121873061072,1017,CDK2,AsPC-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> AsPC-1</br><b>log2(TPM+1):</b>  4.031</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000260,5.622344722724236,1017,CDK2,SK-N-AS,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> SK-N-AS</br><b>log2(TPM+1):</b>  5.622</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-001652,5.892633883424437,1017,CDK2,SKG-II,Endometrial/Uterine Cancer,uterus,endometrial_squamous,</br><b>Cell Line:</b> SKG-II</br><b>log2(TPM+1):</b>  5.893</br><b>Lineage:</b> uterus</br><b>Disease:</b> Endometrial/Uterine Cancer
ACH-000608,5.704041954821288,1017,CDK2,COV644,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> COV644</br><b>log2(TPM+1):</b>  5.704</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000501,5.541638734436141,1017,CDK2,LS123,Colon/Colorectal Cancer,colorectal,colorectal_adenocarcinoma,</br><b>Cell Line:</b> LS123</br><b>log2(TPM+1):</b>  5.542</br><b>Lineage:</b> colorectal</br><b>Disease:</b> Colon/Colorectal Cancer
ACH-000612,6.4535175792154975,1017,CDK2,NA,Lymphoma,lymphocyte,lymphoma_unspecified,</br><b>Cell Line:</b> NA</br><b>log2(TPM+1):</b>  6.454</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-001184,6.043519493662743,1017,CDK2,SCMC-RM2,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> SCMC-RM2</br><b>log2(TPM+1):</b>  6.044</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-001688,3.4841381312016693,1017,CDK2,UM-RC-7,Kidney Cancer,kidney,NA,</br><b>Cell Line:</b> UM-RC-7</br><b>log2(TPM+1):</b>  3.484</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-001838,2.7441610955704103,1017,CDK2,ICC12,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> ICC12</br><b>log2(TPM+1):</b>  2.744</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000638,5.7873802222963375,1017,CDK2,NCI-H441,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NCI-H441</br><b>log2(TPM+1):</b>  5.787</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
