depmap_id,dependency,entrez_id,gene_name,dataset,cell_line_name,primary_disease,lineage,lineage_subtype,hover.string
ACH-000036,-0.26722167360615073,1017,CDK2,CRISPR,U343,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> U343</br><b>Dependency:</b> -0.267</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000037,-0.7446419553861461,1017,CDK2,CRISPR,S-117,Sarcoma,soft_tissue,thyroid_sarcoma,</br><b>Cell Line:</b> S-117</br><b>Dependency:</b> -0.745</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000039,-0.9329775569260156,1017,CDK2,CRISPR,SK-N-MC,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> SK-N-MC</br><b>Dependency:</b> -0.933</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000040,-1.1000079439202937,1017,CDK2,CRISPR,U-118 MG,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> U-118 MG</br><b>Dependency:</b> -1.100</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000041,-1.0583214202113398,1017,CDK2,CRISPR,RD-ES,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> RD-ES</br><b>Dependency:</b> -1.058</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000042,-1.017080748017824,1017,CDK2,CRISPR,Panc 02.03,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Panc 02.03</br><b>Dependency:</b> -1.017</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000045,-0.183571512136158,1017,CDK2,CRISPR,MV4;11,Leukemia,blood,AML,</br><b>Cell Line:</b> MV4;11</br><b>Dependency:</b> -0.184</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000047,-1.2937357126182447,1017,CDK2,CRISPR,GCIY,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> GCIY</br><b>Dependency:</b> -1.294</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000048,-0.49622338625180895,1017,CDK2,CRISPR,TOV-112D,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> TOV-112D</br><b>Dependency:</b> -0.496</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000052,-0.6459247145547897,1017,CDK2,CRISPR,A-673,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> A-673</br><b>Dependency:</b> -0.646</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000053,-0.11513779963788764,1017,CDK2,CRISPR,KARPAS-299,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> KARPAS-299</br><b>Dependency:</b> -0.115</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000054,-0.582841794770296,1017,CDK2,CRISPR,HT-1080,Sarcoma,soft_tissue,fibrosarcoma,</br><b>Cell Line:</b> HT-1080</br><b>Dependency:</b> -0.583</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000055,-1.0485951283884285,1017,CDK2,CRISPR,D283 Med,Brain Cancer,central_nervous_system,medulloblastoma,</br><b>Cell Line:</b> D283 Med</br><b>Dependency:</b> -1.049</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000060,-0.7565803600289399,1017,CDK2,CRISPR,Panc 10.05,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Panc 10.05</br><b>Dependency:</b> -0.757</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000067,-0.936110978343198,1017,CDK2,CRISPR,Hs 683,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> Hs 683</br><b>Dependency:</b> -0.936</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000070,-0.4996035044939226,1017,CDK2,CRISPR,697,Leukemia,blood,ALL,</br><b>Cell Line:</b> 697</br><b>Dependency:</b> -0.500</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000074,-0.5195563899390989,1017,CDK2,CRISPR,KU812,Leukemia,blood,CML,</br><b>Cell Line:</b> KU812</br><b>Dependency:</b> -0.520</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000075,-1.0631854145715858,1017,CDK2,CRISPR,U-87 MG,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> U-87 MG</br><b>Dependency:</b> -1.063</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000076,-0.7765079933040651,1017,CDK2,CRISPR,NCO2,Leukemia,blood,CML,</br><b>Cell Line:</b> NCO2</br><b>Dependency:</b> -0.777</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000077,-0.5071656647548028,1017,CDK2,CRISPR,MJ,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> MJ</br><b>Dependency:</b> -0.507</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000078,-0.3773091419003706,1017,CDK2,CRISPR,MHH-NB-11,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> MHH-NB-11</br><b>Dependency:</b> -0.377</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000082,-1.068794270777229,1017,CDK2,CRISPR,"G-292, clone A141B1",Bone Cancer,bone,osteosarcoma,"</br><b>Cell Line:</b> G-292, clone A141B1</br><b>Dependency:</b> -1.069</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer"
ACH-000085,-0.6128572799462793,1017,CDK2,CRISPR,T3M-4,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> T3M-4</br><b>Dependency:</b> -0.613</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000086,-0.1619426724577242,1017,CDK2,CRISPR,ACC-MESO-1,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> ACC-MESO-1</br><b>Dependency:</b> -0.162</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000087,-0.5138672899893421,1017,CDK2,CRISPR,SK-ES-1,Bone Cancer,bone,Ewing_sarcoma,</br><b>Cell Line:</b> SK-ES-1</br><b>Dependency:</b> -0.514</br><b>Lineage:</b> bone</br><b>Disease:</b> Bone Cancer
ACH-000092,-0.5444309316045635,1017,CDK2,CRISPR,NCI-H2452,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> NCI-H2452</br><b>Dependency:</b> -0.544</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000093,-0.7524569169237295,1017,CDK2,CRISPR,Panc 05.04,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Panc 05.04</br><b>Dependency:</b> -0.752</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000094,-1.1144425524311392,1017,CDK2,CRISPR,HPAF-II,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> HPAF-II</br><b>Dependency:</b> -1.114</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000095,-0.5885117498979496,1017,CDK2,CRISPR,D341,Brain Cancer,central_nervous_system,medulloblastoma,</br><b>Cell Line:</b> D341</br><b>Dependency:</b> -0.589</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000096,-1.12062104160095,1017,CDK2,CRISPR,G-401,Rhabdoid,kidney,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> G-401</br><b>Dependency:</b> -1.121</br><b>Lineage:</b> kidney</br><b>Disease:</b> Rhabdoid
ACH-000097,-0.7255903659971769,1017,CDK2,CRISPR,ZR-75-1,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> ZR-75-1</br><b>Dependency:</b> -0.726</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000098,-0.7868787742623107,1017,CDK2,CRISPR,GAMG,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> GAMG</br><b>Dependency:</b> -0.787</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000099,-0.1568167095994205,1017,CDK2,CRISPR,SIMA,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> SIMA</br><b>Dependency:</b> -0.157</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000101,-0.4173680684947952,1017,CDK2,CRISPR,KE-37,Leukemia,blood,ALL,</br><b>Cell Line:</b> KE-37</br><b>Dependency:</b> -0.417</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000103,-1.2250902478923709,1017,CDK2,CRISPR,Caov-4,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> Caov-4</br><b>Dependency:</b> -1.225</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000108,-0.4742010178000709,1017,CDK2,CRISPR,KP-3,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> KP-3</br><b>Dependency:</b> -0.474</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000111,-0.16525854931338566,1017,CDK2,CRISPR,HCC1187,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> HCC1187</br><b>Dependency:</b> -0.165</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000113,-0.5174448042102318,1017,CDK2,CRISPR,OCI-AML2,Leukemia,blood,AML,</br><b>Cell Line:</b> OCI-AML2</br><b>Dependency:</b> -0.517</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000114,-0.6215325726211418,1017,CDK2,CRISPR,SU.86.86,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> SU.86.86</br><b>Dependency:</b> -0.622</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000115,-1.3498951849753549,1017,CDK2,CRISPR,VCaP,Prostate Cancer,prostate,prostate_adenocarcinoma,</br><b>Cell Line:</b> VCaP</br><b>Dependency:</b> -1.350</br><b>Lineage:</b> prostate</br><b>Disease:</b> Prostate Cancer
ACH-000116,-1.2562752474973131,1017,CDK2,CRISPR,OAW28,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> OAW28</br><b>Dependency:</b> -1.256</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000118,-0.265670530634084,1017,CDK2,CRISPR,HUP-T3,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> HUP-T3</br><b>Dependency:</b> -0.266</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000120,-0.3867256423055575,1017,CDK2,CRISPR,CHP-212,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> CHP-212</br><b>Dependency:</b> -0.387</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000123,-0.4661898197370727,1017,CDK2,CRISPR,COV434,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> COV434</br><b>Dependency:</b> -0.466</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000124,-0.4316227399392498,1017,CDK2,CRISPR,OCI-LY-19,Lymphoma,lymphocyte,non_hodgkin_lymphoma,</br><b>Cell Line:</b> OCI-LY-19</br><b>Dependency:</b> -0.432</br><b>Lineage:</b> lymphocyte</br><b>Disease:</b> Lymphoma
ACH-000127,-0.5285200149958239,1017,CDK2,CRISPR,SLR 20,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> SLR 20</br><b>Dependency:</b> -0.529</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000128,-1.1542274457350046,1017,CDK2,CRISPR,LN-319,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> LN-319</br><b>Dependency:</b> -1.154</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000132,-0.2606917782887567,1017,CDK2,CRISPR,JHOS-2,Ovarian Cancer,ovary,ovary_adenocarcinoma,</br><b>Cell Line:</b> JHOS-2</br><b>Dependency:</b> -0.261</br><b>Lineage:</b> ovary</br><b>Disease:</b> Ovarian Cancer
ACH-000133,-0.9264583820042084,1017,CDK2,CRISPR,Hs 729,Fibroblast,fibroblast,fibroblast_soft_tissue,</br><b>Cell Line:</b> Hs 729</br><b>Dependency:</b> -0.926</br><b>Lineage:</b> fibroblast</br><b>Disease:</b> Fibroblast
ACH-000137,-0.94490732329485,1017,CDK2,CRISPR,8-MG-BA,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> 8-MG-BA</br><b>Dependency:</b> -0.945</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000138,-0.8372798761410625,1017,CDK2,CRISPR,CFPAC-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> CFPAC-1</br><b>Dependency:</b> -0.837</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000139,-0.3438335124065631,1017,CDK2,CRISPR,Panc 03.27,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Panc 03.27</br><b>Dependency:</b> -0.344</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000141,-1.3320006180537711,1017,CDK2,CRISPR,SNU-308,Gallbladder Cancer,bile_duct,gallbladder_adenocarcinoma,</br><b>Cell Line:</b> SNU-308</br><b>Dependency:</b> -1.332</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Gallbladder Cancer
ACH-000142,-0.4617535701349358,1017,CDK2,CRISPR,CAL-29,Bladder Cancer,urinary_tract,bladder_carcinoma,</br><b>Cell Line:</b> CAL-29</br><b>Dependency:</b> -0.462</br><b>Lineage:</b> urinary_tract</br><b>Disease:</b> Bladder Cancer
ACH-000143,-0.9304544164915978,1017,CDK2,CRISPR,NA,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> NA</br><b>Dependency:</b> -0.930</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000144,-0.943652906108848,1017,CDK2,CRISPR,RERF-GC-1B,Gastric Cancer,gastric,gastric_adenocarcinoma,</br><b>Cell Line:</b> RERF-GC-1B</br><b>Dependency:</b> -0.944</br><b>Lineage:</b> gastric</br><b>Disease:</b> Gastric Cancer
ACH-000146,-0.6572467993886226,1017,CDK2,CRISPR,THP-1,Leukemia,blood,AML,</br><b>Cell Line:</b> THP-1</br><b>Dependency:</b> -0.657</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000147,-0.8277540049747582,1017,CDK2,CRISPR,T-47D,Breast Cancer,breast,breast_ductal_carcinoma,</br><b>Cell Line:</b> T-47D</br><b>Dependency:</b> -0.828</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000148,-0.6332624793118411,1017,CDK2,CRISPR,Hs 578T,Breast Cancer,breast,breast_carcinoma,</br><b>Cell Line:</b> Hs 578T</br><b>Dependency:</b> -0.633</br><b>Lineage:</b> breast</br><b>Disease:</b> Breast Cancer
ACH-000149,0.06105151583526036,1017,CDK2,CRISPR,SK-N-SH,Neuroblastoma,peripheral_nervous_system,neuroblastoma,</br><b>Cell Line:</b> SK-N-SH</br><b>Dependency:</b>  0.061</br><b>Lineage:</b> peripheral_nervous_system</br><b>Disease:</b> Neuroblastoma
ACH-000150,-0.5111769897182575,1017,CDK2,CRISPR,HCC2935,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> HCC2935</br><b>Dependency:</b> -0.511</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000151,-0.4477212111103928,1017,CDK2,CRISPR,JM1,Leukemia,blood,ALL,</br><b>Cell Line:</b> JM1</br><b>Dependency:</b> -0.448</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000152,-0.3150373142303155,1017,CDK2,CRISPR,M059K,Brain Cancer,central_nervous_system,glioma,</br><b>Cell Line:</b> M059K</br><b>Dependency:</b> -0.315</br><b>Lineage:</b> central_nervous_system</br><b>Disease:</b> Brain Cancer
ACH-000153,-0.7659944291069668,1017,CDK2,CRISPR,NCI-H2052,Lung Cancer,lung,mesothelioma,</br><b>Cell Line:</b> NCI-H2052</br><b>Dependency:</b> -0.766</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000155,-0.5880780035783761,1017,CDK2,CRISPR,SW 1990,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> SW 1990</br><b>Dependency:</b> -0.588</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000159,-0.5212640912136448,1017,CDK2,CRISPR,OS-RC-2,Kidney Cancer,kidney,renal_cell_carcinoma,</br><b>Cell Line:</b> OS-RC-2</br><b>Dependency:</b> -0.521</br><b>Lineage:</b> kidney</br><b>Disease:</b> Kidney Cancer
ACH-000160,-0.8094318193778116,1017,CDK2,CRISPR,BT-12,Rhabdoid,soft_tissue,ATRT,</br><b>Cell Line:</b> BT-12</br><b>Dependency:</b> -0.809</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000161,-0.8055207258801038,1017,CDK2,CRISPR,COR-L105,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> COR-L105</br><b>Dependency:</b> -0.806</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000163,-1.1517812310335422,1017,CDK2,CRISPR,SW579,Thyroid Cancer,thyroid,thyroid_squamous,</br><b>Cell Line:</b> SW579</br><b>Dependency:</b> -1.152</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-000164,-0.4817783928905907,1017,CDK2,CRISPR,PANC-1,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> PANC-1</br><b>Dependency:</b> -0.482</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000167,-0.5902503176551329,1017,CDK2,CRISPR,KE-97,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> KE-97</br><b>Dependency:</b> -0.590</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000168,-0.7957285046367442,1017,CDK2,CRISPR,NOMO-1,Leukemia,blood,AML,</br><b>Cell Line:</b> NOMO-1</br><b>Dependency:</b> -0.796</br><b>Lineage:</b> blood</br><b>Disease:</b> Leukemia
ACH-000169,-0.4065387625160186,1017,CDK2,CRISPR,RD,Sarcoma,soft_tissue,rhabdomyosarcoma,</br><b>Cell Line:</b> RD</br><b>Dependency:</b> -0.407</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Sarcoma
ACH-000172,-0.8070958630384063,1017,CDK2,CRISPR,TM-87,Rhabdoid,soft_tissue,malignant_rhabdoid_tumor,</br><b>Cell Line:</b> TM-87</br><b>Dependency:</b> -0.807</br><b>Lineage:</b> soft_tissue</br><b>Disease:</b> Rhabdoid
ACH-000174,-0.5621077968513754,1017,CDK2,CRISPR,CAL-62,Thyroid Cancer,thyroid,thyroid_carcinoma,</br><b>Cell Line:</b> CAL-62</br><b>Dependency:</b> -0.562</br><b>Lineage:</b> thyroid</br><b>Disease:</b> Thyroid Cancer
ACH-000176,-1.112605410880382,1017,CDK2,CRISPR,LOU-NH91,Lung Cancer,lung,NSCLC,</br><b>Cell Line:</b> LOU-NH91</br><b>Dependency:</b> -1.113</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000178,-0.7714271673619666,1017,CDK2,CRISPR,Hs 766T,Pancreatic Cancer,pancreas,exocrine,</br><b>Cell Line:</b> Hs 766T</br><b>Dependency:</b> -0.771</br><b>Lineage:</b> pancreas</br><b>Disease:</b> Pancreatic Cancer
ACH-000181,-0.7664393043709244,1017,CDK2,CRISPR,SCC-9,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> SCC-9</br><b>Dependency:</b> -0.766</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
ACH-000182,-0.2975976260964839,1017,CDK2,CRISPR,SNU-869,Bile Duct Cancer,bile_duct,cholangiocarcinoma,</br><b>Cell Line:</b> SNU-869</br><b>Dependency:</b> -0.298</br><b>Lineage:</b> bile_duct</br><b>Disease:</b> Bile Duct Cancer
ACH-000183,-0.2599579617756875,1017,CDK2,CRISPR,L-363,Myeloma,plasma_cell,multiple_myeloma,</br><b>Cell Line:</b> L-363</br><b>Dependency:</b> -0.260</br><b>Lineage:</b> plasma_cell</br><b>Disease:</b> Myeloma
ACH-000187,-1.0108360073169202,1017,CDK2,CRISPR,COR-L311,Lung Cancer,lung,SCLC,</br><b>Cell Line:</b> COR-L311</br><b>Dependency:</b> -1.011</br><b>Lineage:</b> lung</br><b>Disease:</b> Lung Cancer
ACH-000188,-0.0924053189317372,1017,CDK2,CRISPR,SCC-25,Head and Neck Cancer,upper_aerodigestive,upper_aerodigestive_squamous,</br><b>Cell Line:</b> SCC-25</br><b>Dependency:</b> -0.092</br><b>Lineage:</b> upper_aerodigestive</br><b>Disease:</b> Head and Neck Cancer
